id,source,country,title,date,century,type,medium,place,accession,credit,provenance,openImage,image,url,dataLicence,matchBasis,strength
bm-2006-0315-13,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.13",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_10/f7e10c92_69ec_4baa_92e7_b41d00b4bf08/preview_image00013.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-13,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-153,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.153",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_4/10_11/6717355e_f825_4fe5_9f54_b42800bc4466/preview_image00153.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-153,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-105,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.105",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_4/10_11/a222b1bf_c237_484d_b6ab_b42800b58f21/preview_image00105.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-105,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-125,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.125",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_4/10_11/915076ea_231a_4562_8719_b42800b87dea/preview_image00125.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-125,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-12,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.12",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_10/a6038f0e_4332_4bdb_97f8_b41d00b49aeb/preview_image00012.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-12,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-106,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.106",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_4/10_11/971ba02c_8344_4bf1_9bd7_b42800b5aa9c/preview_image00106.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-106,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-10,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.10",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_10/8cd51089_52fa_4f3b_9810_b41d00b45bb8/preview_image00010.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-10,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-145,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.145",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_4/10_11/90cc50d4_10ee_42b1_956f_b42800bb49d0/preview_image00145.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-145,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-40,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.40",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_12/d4823017_3420_4323_8a17_b41d00d1ce34/preview_image00040.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-40,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-146,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.146",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_4/10_11/6499ce92_567c_4abc_a8e7_b42800bb6234/preview_image00146.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-146,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-36,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.36",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_12/b677b40f_a95d_4948_9ef6_b41d00d1383a/preview_image00036.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-36,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-16,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.16",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_10/007b8365_9322_44dc_8190_b41d00b543b1/preview_image00016.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-16,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-47,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.47",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_12/a0198fd6_9701_423a_8757_b41d00d2c4de/preview_image00047.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-47,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-15,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.15",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_10/33278242_2c80_4180_9b2b_b41d00b52322/preview_image00015.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-15,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-35,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.35",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_12/d0f4bfe8_1597_43a1_9083_b41d00d1022d/preview_image00035.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-35,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-147,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.147",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_4/10_11/fbac9364_060d_4da1_a949_b42800bb8be4/preview_image00147.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-147,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-14,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.14",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_10/a7995dc3_1dfe_4807_b2e9_b41d00b50101/preview_image00014.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-14,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-149,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.149",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_4/10_11/38ca4339_bcd1_497d_a288_b42800bbbe06/preview_image00149.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-149,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-34,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.34",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_12/a7264922_816d_42c5_9dab_b41d00d04dc1/preview_image00034.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-34,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-33,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.33",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_12/a7a16136_fe8f_44de_966e_b41d00d02a5b/preview_image00033.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-33,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-54,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.54",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_12/212b514a_86e9_4a12_9bfd_b41d00d3cf29/preview_image00054.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-54,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-17,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.17",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_11/b9580c9b_7ef0_4bdc_b763_b41d00b56aac/preview_image00017.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-17,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-30,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.30",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_12/f2e524ed_6657_4c74_9745_b41d00cedbc9/preview_image00030.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-30,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-37,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.37",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_12/45c89c7a_ce69_425a_a825_b41d00d153e4/preview_image00037.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-37,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-51,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.51",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_12/2a991466_5ffe_420b_be26_b41d00d34bcd/preview_image00051.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-51,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-22,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.22",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_12/9839df3a_1782_47f5_b816_b41d00cd6af3/preview_image00022.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-22,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-21,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.21",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_12/c1fa078b_5b95_4f27_a053_b41d00cd4c83/preview_image00021.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-21,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-89,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.89",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_4/10_10/219e70b9_47a5_4f12_a343_b42800b224b8/preview_image00089.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-89,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-46,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.46",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_12/f852391f_aff7_491b_aaa2_b41d00d2a7d4/preview_image00046.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-46,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-90,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.90",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_4/10_10/58e6e81e_a664_4ad3_b789_b42800b2a17e/preview_image00090.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-90,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-28,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.28",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_3/30_12/0e66806d_adc1_4510_a004_b41d00ce8811/preview_image00028.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-28,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-81,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.81",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_4/10_10/df2aa093_6363_44fb_afd8_b42800aff73f/preview_image00081.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-81,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-82,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.82",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_4/10_10/fd27435f_bd61_444c_92a9_b42800b010d4/preview_image00082.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-82,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-92,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.92",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_4/10_10/911460d0_e7a5_41b0_996f_b42800b2d81a/preview_image00092.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-92,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
bm-2006-0315-93,British Museum,UK,Tool/implement,2000BC,Undated,tool/implement,stone,Made in: Nepal (western); Found/Acquired: Nepal (western),"2006,0315.93",Neolithic,"Purchased from: Mark Peacey. Collected in western Nepal by Mr Walter Peacey, this collection of 166 stone tools (2006,0315.1 - 166) were nearly lost when he forgot the kit bag containing them at Leeds railway station on his return from the East. They were returned to him a month later. They remained in his possession until his death in 1981 and have been sold to the Museum by his grandson, Mr Mark Peacey.",False,https://media.britishmuseum.org/media/Repository/Documents/2026_4/10_10/ee0db77a_725a_4112_b79a_b42800b30c7f/preview_image00093.jpg,https://www.britishmuseum.org/collection/object/A_2006-0315-93,CC BY-NC-SA 4.0 — © The Trustees of the British Museum (used with permission),"Nepal in production place, findspot, ethnic group, culture or ruler",strong
